2017-09-30|18:39:10|123.123.123.123|https://framework.zend.com/|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:39:12|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/learn
2017-09-30|18:39:13|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:35:10|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:49:10|123.123.123.234|https://github.com/doctrine/DoctrineORMModule|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:59:10|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:39:10|123.123.234.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:29:10|123.123.123.456|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|18:12:10|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|16:39:10|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|10:39:10|123.123.123.123|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|19:39:50|123.123.123.176|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|12:39:14|123.123.12.234|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
2017-09-30|12:59:14|456.12.123.234|https://framework.zend.com/manual/2.2/en/modules/zend.console.controllers.html|https://framework.zend.com/manual/2.4/en/in-depth-guide/services-and-servicemanager.html
